input,output_raw,created_at
"Title: 뉴진스 NJ 혜인 에비츄 인형 비공굿 구해요 구함
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/361126159_1_1762299171_w{res}.jpg","{""weight"":0.08,""volume"":[12,10,10]}",2025-11-21 07:39:13
"Title: M MLB 뉴욕양키즈 봄버 야구 스타디움 자켓 B.2489
Category: 남성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/364332971_1_1761119546_w{res}.jpg","{""weight"":0.8,""volume"":[8,30,35]}",2025-11-21 07:38:41
"Title: 마이클조던바람막이(가격인하)
Category: 남성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/126316265_1_1602307778_w{res}.jpg","{""weight"":0.6,""volume"":[8,25,35]}",2025-11-21 07:38:37
"Title: 발망 후드 코트
Category: 
Image: https://image.gugus.co.kr/gd/2025/11/10325167/10325167_4_20251110084815_534x534.jpg","{""weight"":2.8,""volume"":[15,35,45]}",2025-11-21 07:38:37
"Title: HLE 한화생명 증명사진 한화생명 핀버튼 한생 증사 제우스 바이퍼
Category: 스타굿즈 > 기타 > 
Image: https://media.bunjang.co.kr/product/357064260_1_1762309942_w{res}.jpg","{""weight"":0.2,""volume"":[4,12,18]}",2025-11-21 07:38:13
"Title: [레어템] 뉴진스 잠든 해린 10cm  솜인형
Category: 스타굿즈 > 방송/예능/캐릭터 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/329742427_1_1745366573_w{res}.jpg","{""weight"":0.17,""volume"":[10,10,15]}",2025-11-21 07:38:11
"Title: 뉴진스 혜인 인형 ( 혬찌 )
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/321035368_1_1741122606_w{res}.jpg","{""weight"":0.15,""volume"":[10,12,15]}",2025-11-21 07:37:37
"Title: 메디플라워보니타 가든 핸드크림 75mlx4+에코파우치 증정
Category: 바디/헤어 > 핸드케어/풋케어 > 핸드크림
Image: https://image.auction.co.kr/itemimage/53/98/e5/5398e52280.jpg","{""weight"":0.5,""volume"":[15,8,11]}",2025-11-21 07:35:44
"Title: 뉴진스 인형 미니뉴 뉴미니 미니팜 미니모 하니 다니엘
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/365006078_1_1761404528_w{res}.jpg","{""weight"":0.12,""volume"":[8,10,15]}",2025-11-21 07:35:31
"Title: 이즈나 맘마미아 유사랑 사랑 네모 앨범 izna 포토카드 앨포 포카
Category: 스타굿즈 > 걸그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/363723082_1_1762579339_w{res}.jpg","{""weight"":0.45,""volume"":[2.5,15,20]}",2025-11-21 07:35:14
"Title: (구함) 뉴진스 뉴미니 혜인 인형
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/368306377_1_1762704825_w{res}.jpg","{""weight"":0.15,""volume"":[8,10,15]}",2025-11-21 07:35:05
"Title: 이즈나 유사랑 포카 판매 럭드 미공포 공방
Category: 스타굿즈 > 걸그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/365834966_1_1763077335_w{res}.jpg","{""weight"":0.08,""volume"":[1,10,15]}",2025-11-21 07:34:49
"Title: 뉴진스 뉴미니 5cm 인형 일괄 양도
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/368872361_1_1763372660_w{res}.jpg","{""weight"":0.15,""volume"":[8,10,15]}",2025-11-21 07:34:35
"Title: 뉴진스 라인프렌즈 팝업 굿즈 중형 파워퍼프걸 해린 혜인 인형
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/253680994_1_1761118982_w{res}.jpg","{""weight"":0.35,""volume"":[18,20,28]}",2025-11-21 07:34:15
"Title: 루베크 전기 9핀 미니 라디에이터 RU-09M
Category: 디지털/가전>계절가전>라디에이터
Image: https://shop-phinf.pstatic.net/20231123_2/1700723257851CIiKv_JPEG/5766936493829362_123489690.jpeg?type=m510","{""weight"":9,""volume"":[20,45,65]}",2025-11-21 07:33:35
"Title: 스타벅스 시온 머그컵
Category: 생활/주방용품 > 주방용품 > 잔/컵 > 
Image: https://media.bunjang.co.kr/product/336625063_1_1748667723_w{res}.jpg","{""weight"":0.55,""volume"":[13,13,13]}",2025-11-21 07:33:33
"Title: 무광코팅용 메탈릭마카S 노크식 똑딱이마카
Category: 생활/건강>문구/사무용품>필기도구>보드마카
Image: https://shop-phinf.pstatic.net/20250311_29/1741686701920h2Jia_JPEG/6856562877726795_1267808548.jpg?type=m510","{""weight"":0.05,""volume"":[2.5,5,15]}",2025-11-21 07:32:23
"Title: 킹프리 히지리 진 모찌코로링
Category: 스타굿즈 > 방송/예능/캐릭터 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/370709596_1_1763709941_w{res}.jpg","{""weight"":0.04,""volume"":[8,8,9]}",2025-11-21 07:32:18
"Title: 뉴진스 인형 파워퍼프걸 파손 메탈 키홀더 환불 걸그룹 가방고리
Category: 패션잡화>여성가방>가방소품>가방끈
Image: https://shop-phinf.pstatic.net/20251110_149/1762765267431WCVMB_JPEG/14196591709258120_1388671069.jpeg?type=m510","{""weight"":0.08,""volume"":[5,8,12]}",2025-11-21 07:31:41
"Title: 폴로랄프로렌패딩100사이즈
Category: 남성의류 > 아우터 > 패딩 > 
Image: https://media.bunjang.co.kr/product/308072933_1_1735626651_w{res}.jpg","{""weight"":1.2,""volume"":[18,35,45]}",2025-11-21 07:31:38
"Title: [팔도] 비빔면컵 115g
Category: 면제품
Image: https://media.ktown4u.com/products/resize/thumbnail/2025/05/27/nRmRb7.png","{""weight"":0.14,""volume"":[10,12,12]}",2025-11-21 07:31:24
"Title: 올젠 케이블 반집업 스웨터 캐주얼 그레이 니트 ZOE4EU1314
Category: 패션의류>남성의류>니트/스웨터
Image: https://shop-phinf.pstatic.net/20250814_137/1755147625741b0l1g_JPEG/36562819724323982_1382305342.jpg?type=m510","{""weight"":0.8,""volume"":[8,28,35]}",2025-11-21 07:31:00
"Title: 플러피 패딩부츠 412446011 (6cm/3colors)
Category: 여성슈즈 > 부츠 > 플랫부츠
Image: https://img.29cm.co.kr/item/202501/11efda297380a62a8f0a31a481636300.jpg","{""weight"":1.8,""volume"":[18,24,32]}",2025-11-21 07:30:17
"Title: 제로베이스원 성한빈 우치와
Category: 스타굿즈 > 보이그룹 > 응원도구 > 
Image: https://media.bunjang.co.kr/product/370703491_1_1763708523_w{res}.jpg","{""weight"":0.15,""volume"":[2,32,44]}",2025-11-21 07:30:06
"Title: 제로베이스원 굿나잇 시그
Category: 스타굿즈 > 보이그룹 > 포스터/화보 > 
Image: https://media.bunjang.co.kr/product/351671782_1_1763529062_w{res}.jpg","{""weight"":1.2,""volume"":[5,28,28]}",2025-11-21 07:29:57
"Title: 28.5mm 시계 다이얼 NH35/4R35 로마 인덱스 개조  맞춤형
Category: 모니터>모니터 주변기기>모니터주변기기 기타
Image: https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8842656864/B.jpg?413359820","{""weight"":0.05,""volume"":[3,8,8]}",2025-11-21 07:29:38
"Title: 엔하이픈 성훈 아티스트 메이드 후드집업 양도
Category: 스타굿즈 > 보이그룹 > 의류/패션잡화 > 
Image: https://media.bunjang.co.kr/product/370699714_1_1763708487_w{res}.jpg","{""weight"":0.8,""volume"":[12,30,35]}",2025-11-21 07:29:13
"Title: 랄프로렌 양면 패딩조끼
Category: 여성의류 > 아우터 > 조끼/베스트 > 
Image: https://media.bunjang.co.kr/product/243684457_1_1760051997_w{res}.jpg","{""weight"":0.5,""volume"":[12,28,35]}",2025-11-21 07:29:08
"Title: Pop Mart Labubu The Monsters x One Piece Series Figures Franky (Opened Case)
Category: life
Image: https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTA2MTlfMTQw%2FMDAxNzUwMzEyMDkxNDA3.5ilFXyI8-iy2CPIwxunYs-lK1ngrRvra73vxv-E23Yog.7au-Rm-1Gi1bWta8va4yz0WL7Ux3wAS_nyHngKDxrZkg.PNG%2Fa_faea7e6ace7247af88934e0961102917.png","{""weight"":0.25,""volume"":[10,10,12]}",2025-11-21 07:28:42
"Title: 엔하이픈 정원 희승 제이 제이크 성훈 선우 니키 이즈위 언레쉬 포카 판매
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/370705334_1_1763709387_w{res}.jpg","{""weight"":0.8,""volume"":[3,10,15]}",2025-11-21 07:28:28
"Title: 반투명 바인더
Category: 생활/건강>문구/사무용품>다이어리/플래너>다이어리
Image: https://shop-phinf.pstatic.net/20240102_2/17041577376045IYXO_JPEG/31460421468969055_1175191035.jpg?type=m510","{""weight"":0.15,""volume"":[2.5,17,23]}",2025-11-21 07:28:17
"Title: 메이플스토리 스탠딩마그넷인형 핑크빈
Category: 홈데코/조명
Image: https://cf.product-image.s.zigzag.kr/original/d/2025/11/6/43801_202511060353270262_26618.jpeg?width=720&height=720&quality=80&format=jpeg","{""weight"":0.15,""volume"":[10,12,15]}",2025-11-21 07:28:06
"Title: 블랙 지퍼 포켓 속지
Category: 생활/건강>문구/사무용품>다이어리/플래너>속지/포켓
Image: https://shop-phinf.pstatic.net/20240925_295/1727243774521ETy5P_JPEG/61376625665039910_1632441835.jpg?type=m510","{""weight"":0.025,""volume"":[0.3,16,22]}",2025-11-21 07:28:01
"Title: 솜사탕 A6 핸드메이드 북커버
Category: 생활/건강>문구/사무용품>다이어리/플래너>다이어리
Image: https://shop-phinf.pstatic.net/20250514_240/17472317164867iDoL_JPEG/81364577484917859_735900011.jpg?type=m510","{""weight"":0.08,""volume"":[3,12,16]}",2025-11-21 07:27:47
"Title: Rento 북커버 A6 핸드메이드
Category: 생활/건강>문구/사무용품>다이어리/플래너>다이어리
Image: https://shop-phinf.pstatic.net/20250410_31/1744250021496aNk8j_JPEG/78382792244766902_374696547.jpg?type=m510","{""weight"":0.2,""volume"":[2,13,18]}",2025-11-21 07:27:19
"Title: A588 [M] 아디다스 올드스쿨 일본판 파이어버드 바람막이
Category: 남성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/263325668_1_1739776404_w{res}.jpg","{""weight"":0.5,""volume"":[8,25,35]}",2025-11-21 07:27:14
"Title: 누누문방구 랜덤박스 5만원
Category: 생활/건강>문구/사무용품>다이어리/플래너>속지/포켓
Image: https://shop-phinf.pstatic.net/20250621_266/1750491944010Wqvak_PNG/84537264652191099_1086019291.png?type=m510","{""weight"":1.5,""volume"":[12,22,32]}",2025-11-21 07:26:54
"Title: 바닐라 누빔 북커버 A6 핸드메이드
Category: 생활/건강>문구/사무용품>다이어리/플래너>다이어리
Image: https://shop-phinf.pstatic.net/20251117_23/1763362189832xWfEn_JPEG/24699436886328579_859180262.jpg?type=m510","{""weight"":0.08,""volume"":[2,12,17]}",2025-11-21 07:26:34
"Title: 귀멸의 칼날 후카후카 스퀴시빵 기유 젠이츠 네즈코 스퀴즈 스퀴시
Category: 스타굿즈 > 방송/예능/캐릭터 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/367388422_1_1763456844_w{res}.jpg","{""weight"":0.07,""volume"":[7,12,12]}",2025-11-21 07:26:03
"Title: 아이들 포카 판매해요
Category: 스타굿즈 > 걸그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/370618705_1_1763655823_w{res}.jpg","{""weight"":0.2,""volume"":[3,10,15]}",2025-11-21 07:25:48
"Title: 캘빈클라인 맨즈 하이샤인 글로스 후드 패딩 점퍼 유광 블랙 385258225975
Category: 패션의류>남성의류>점퍼
Image: https://shop-phinf.pstatic.net/20221128_249/1669598876786xYvwL_JPEG/70734775480443303_1009638525.jpg?type=m510","{""weight"":1.2,""volume"":[15,30,40]}",2025-11-21 07:25:15
"Title: 팝마트 스컬판다 10종과 피규어진열케이스 다 포함 택포 65000원
Category: 키덜트 > 피규어/인형 > 
Image: https://media.bunjang.co.kr/product/368955776_1_1763013421_w{res}.jpg","{""weight"":4,""volume"":[28,18,30]}",2025-11-21 07:25:12
"Title: K리그 인천유나이티드 2022 홈 유니폼 XL사이즈 김도혁
Category: 스포츠/레저 > 축구 > 축구 의류/잡화 > 
Image: https://media.bunjang.co.kr/product/294478894_1_1750492808_w{res}.jpg","{""weight"":0.25,""volume"":[4,28,35]}",2025-11-21 07:24:53
"Title: 제베원 제로베이스원 ZEROBASEONE ZB1 미니 5집 BLUE PARADISE 앨범 / ZEROSE 제로즈 버젼선택
Category: 생활/건강>음반>국내앨범
Image: https://shop-phinf.pstatic.net/20250228_265/17407168202277nyk1_JPEG/74849648364234653_1330502640.jpg?type=m510","{""weight"":0.5,""volume"":[3,18,20]}",2025-11-21 07:23:36
"Title: 노스스톤 NorStone Spider 2 적층식 AV랙 26CM
Category: 디지털/가전>음향가전>스피커>스피커액세서리
Image: https://shop-phinf.pstatic.net/20190614_265/chakim10_1560473292177rNDPX_JPEG/83780471818596378_1506166702.jpg?type=m510","{""weight"":10,""volume"":[31,45,53]}",2025-11-21 07:23:24
"Title: 엔하이픈 선우 인형 (미개봉)
Category: 스타굿즈 > 보이그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/361978551_1_1763533435_w{res}.jpg","{""weight"":0.15,""volume"":[8,10,15]}",2025-11-21 07:23:05
"Title: 플레이브 앙콘엠디포카 오만원포카 5만원포카 바시티포카 예준밤비은호하민
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/368044178_1_1763605410_w{res}.jpg","{""weight"":0.2,""volume"":[2,10,15]}",2025-11-21 07:23:04
"Title: (메가MGC커피) (ICE)꿀아메리카노
Category: e쿠폰 > 커피/음료/카페 > 음료/빙수
Image: https://image.auction.co.kr/itemimage/27/ea/41/27ea4154f0.jpg","{""weight"":0,""volume"":[0,0,0]}",2025-11-21 07:23:03
"Title: 한화생명 hle 바이퍼 viper공식 포토카드 양도
Category: 스포츠/레저 > 기타 스포츠 > 
Image: https://media.bunjang.co.kr/product/345908153_1_1753696996_w{res}.jpg","{""weight"":0.2,""volume"":[1,16,22]}",2025-11-21 07:22:56
"Title: 엔하이픈 선우 메가박스 스페셜 특전 포카
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/363241916_1_1763567021_w{res}.jpg","{""weight"":0.1,""volume"":[1,10,15]}",2025-11-21 07:22:48
"Title: COOGI 쿠지 롱가디건 XL
Category: 남성의류 > 아우터 > 가디건 > 
Image: https://media.bunjang.co.kr/product/295650486_1_1762774600_w{res}.jpg","{""weight"":1.8,""volume"":[12,30,40]}",2025-11-21 07:22:34
"Title: 쿠지패턴 오버핏 롱 스웨터 가디건
Category: LOGIN > JOINUS > CART > ORDER > MYPAGE > 
Image: https://smoothie-star.com/web/product/medium/sO3378.jpg","{""weight"":1.2,""volume"":[10,30,40]}",2025-11-21 07:21:57
"Title: 부산 롯데월드 종일 티켓 팔아요
Category: 도서/티켓/문구 > 티켓 > 테마파크 > 
Image: https://media.bunjang.co.kr/product/359140374_1_1758981224_w{res}.jpg","{""weight"":0.02,""volume"":[0.5,10,20]}",2025-11-21 07:21:55
"Title: 아디다스 여성 스니커즈 가젤 인도어 GAZELLE INDOOR W IE7002
Category: 패션잡화>여성신발>단화>스니커즈
Image: https://shop-phinf.pstatic.net/20251117_239/1763363059602bWC3D_JPEG/18043794524646489_817694973.jpg?type=m510","{""weight"":0.9,""volume"":[13,22,32]}",2025-11-21 07:21:17
"Title: [한성] PNY GeForce RTX 5080 ARGB EPIC-X RGB OC D7 16GB Triple Fan : 한성컴퓨터 슈퍼스토어
Category: 
Image: https://static.superstore.co.kr/img/itemimg/big/194986_52CnxE.jpg?resize=400x400","{""weight"":3,""volume"":[12,22,42]}",2025-11-21 07:21:11
"Title: 뽀글이 플랩백
Category: 
Image: https://cdn.doanity.com/public/optimized/cmi43vynp0003qo7zj2uah1s9__opt-1200.webp","{""weight"":0.4,""volume"":[25,10,35]}",2025-11-21 07:20:39
"Title: 엔하이픈 선우 포카 구해요!!!!
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/370673459_1_1763698396_w{res}.jpg","{""weight"":0.05,""volume"":[1,10,15]}",2025-11-21 07:20:19
"Title: 프세카,데어라,나츠메우인장,쓰르라미 울 적에,서뱀프
Category: 스타굿즈 > 방송/예능/캐릭터 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/357738073_1_1762814168_w{res}.jpg","{""weight"":0.2,""volume"":[5,10,15]}",2025-11-21 07:19:53
"Title: 엔하이픈 선우 인형 해피떤 8cm 양도
Category: 스타굿즈 > 보이그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/370697778_1_1763706447_w{res}.jpg","{""weight"":0.15,""volume"":[8,10,12]}",2025-11-21 07:19:51
"Title: 지드래곤 지디 마마 피스마마원 팝업 에코백
Category: 스타굿즈 > 솔로(남) > 의류/패션잡화 > 
Image: https://media.bunjang.co.kr/product/370703869_1_1763708248_w{res}.jpg","{""weight"":0.28,""volume"":[3,35,40]}",2025-11-21 07:17:59
"Title: 스코시즘 로보 스파오 짚톡 누이 인형 옷 일괄
Category: 스타굿즈 > 보이그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/370565253_1_1763639278_w{res}.jpg","{""weight"":0.6,""volume"":[15,20,25]}",2025-11-21 07:17:55
"Title: 비스켓스튜디오 스케쥴 메모패드 (4type)
Category: 취미/팬시 > 팬시/문구 > 노트/메모지 > 
Image: https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0020/B00000020381501ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5","{""weight"":0.28,""volume"":[0.8,15,21]}",2025-11-21 07:17:54
"Title: 방진모 라운드헤어캡 일회용 100매 헤어캡 위생모 부직포 0WFG3FJH11
Category: 생활/건강>공구>안전용품>안전/작업복
Image: https://shop-phinf.pstatic.net/20251112_52/1762944065330oOfVM_JPEG/v1.jpg?type=m510","{""weight"":0.4,""volume"":[8,15,20]}",2025-11-21 07:17:34
"Title: 스코시즘 이로 클라우드 니노 선데이 짚톡 스파오 일괄 양도
Category: 스타굿즈 > 방송/예능/캐릭터 > 의류/패션잡화 > 
Image: https://media.bunjang.co.kr/product/370697028_1_1763706193_w{res}.jpg","{""weight"":0.2,""volume"":[8,10,15]}",2025-11-21 07:17:31
"Title: CP컴퍼니 패딩 점퍼 브라운
Category: 남성의류 > 아우터 > 패딩 > 
Image: https://media.bunjang.co.kr/product/360274059_1_1763699410_w{res}.jpg","{""weight"":2,""volume"":[20,35,45]}",2025-11-21 07:17:17
"Title: Harley바이크 전기 할리 레저용 스쿠터 2021년 15AH 전동 자토바이 전동스쿠터
Category: 자전거/보드/기타레저 > 전동/전기레저 > 전기자전거
Image: https://image.auction.co.kr/itemimage/50/07/98/500798fba0.jpg","{""weight"":72,""volume"":[85,40,180]}",2025-11-21 07:17:07
"Title: [마이크로닷] 케어플러스 글루타치온 미백 패치 4종
Category: 헬스/건강용품 > 패치/국소케어 > 집중관리패치/겔 > 
Image: https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0021/A00000021922302ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5","{""weight"":0.18,""volume"":[3.5,11,19]}",2025-11-21 07:17:01
"Title: 피스마이너스원 메쉬 캡
Category: 패션 액세서리 > 모자 > 볼캡 > 
Image: https://media.bunjang.co.kr/product/370693531_1_1763709288_w{res}.jpg","{""weight"":0.2,""volume"":[15,22,28]}",2025-11-21 07:16:30
"Title: 나히아, 나루토 피규어 결제창
Category: 키덜트 > 피규어/인형 > 
Image: https://media.bunjang.co.kr/product/368688029_1_1763013694_w{res}.jpg","{""weight"":1.5,""volume"":[20,25,30]}",2025-11-21 07:16:25
"Title: 그랜저 페인트 붙이는 붓펜 WC9 스티커 화이트크림 더뉴그랜저 0WF48DB711
Category: 생활/건강>공구>페인트>수성페인트
Image: https://shop-phinf.pstatic.net/20251112_270/1762944451070KlNpO_JPEG/WF48DB7.jpg?type=m510","{""weight"":0.1,""volume"":[3,5,15]}",2025-11-21 07:16:09
"Title: 귀멸의칼날 2025 할로윈 아크릴 스탠드 시노부, 텐겐, 무라타
Category: 스타굿즈 > 방송/예능/캐릭터 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/368766593_1_1763456298_w{res}.jpg","{""weight"":0.3,""volume"":[5,15,20]}",2025-11-21 07:15:55
"Title: 정품 샤넬 샌들 쪼리 신발 235
Category: 신발 > 여성화 > 샌들/슬리퍼 > 
Image: https://media.bunjang.co.kr/product/355129957_1_1757396027_w{res}.jpg","{""weight"":0.8,""volume"":[11,19,29]}",2025-11-21 07:15:46
"Title: 옴므 플러스 울 블레이저 PN J022 W24 1
Category: 수입명품 > 명품 의류 > 남성 아우터
Image: https://gdimg.gmarket.co.kr/4188247785/still/600?ver=1735131268","{""weight"":1.5,""volume"":[10,30,40]}",2025-11-21 07:15:37
"Title: 브라운 크로스 스트랩 샌들
Category: 신발 > 여성화 > 샌들/슬리퍼 > 
Image: https://media.bunjang.co.kr/product/365239536_1_1761474996_w{res}.jpg","{""weight"":0.9,""volume"":[11,19,29]}",2025-11-21 07:15:36
"Title: 아이패드 에어4 wifi 스페이스그레이 64g
Category: 디지털 > 태블릿 > 태블릿 > 
Image: https://media.bunjang.co.kr/product/368454469_1_1763007591_w{res}.jpg","{""weight"":0.8,""volume"":[5,21,28]}",2025-11-21 07:15:20
"Title: 유희왕 일본판 카드 세트 사진 일괄 전부다 입니다
Category: 예술/희귀/수집품 > 희귀/수집품 > 
Image: https://media.bunjang.co.kr/product/342553229_1_1751387481_w{res}.jpg","{""weight"":0.25,""volume"":[5,10,15]}",2025-11-21 07:15:11
"Title: 어느날 공주가 되어버렸다 1,2,3권 일괄
Category: 도서/티켓/문구 > 도서 > 만화 > 
Image: https://media.bunjang.co.kr/product/360177399_1_1760212574_w{res}.jpg","{""weight"":1.1,""volume"":[5,15.5,22]}",2025-11-21 07:15:08
"Title: 꼼데가르송 옴므 플러스 싱글 브레스트 블레이저 PN J039 W24 1
Category: 수입명품 > 명품 의류 > 남성 아우터
Image: https://gdimg.gmarket.co.kr/4181740669/still/600?ver=1762982571","{""weight"":1.1,""volume"":[8,35,45]}",2025-11-21 07:15:08
"Title: 몬치치 히퍼 치무탄 옐로우
Category: 키덜트 > 피규어/인형 > 
Image: https://media.bunjang.co.kr/product/368601680_1_1763129610_w{res}.jpg","{""weight"":0.15,""volume"":[10,10,10]}",2025-11-21 07:15:04
"Title: 엠포리오 아르마니 경량 패딩 자켓/여성(L)/JP421
Category: 여성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/368977060_1_1763005849_w{res}.jpg","{""weight"":0.6,""volume"":[7,28,38]}",2025-11-21 07:14:49
"Title: 바쿠간 노바 파브닐
Category: 유아동/출산 > 교구/완구/인형 > 스포츠완구 > 
Image: https://media.bunjang.co.kr/product/368000212_1_1762602720_w{res}.jpg","{""weight"":0.08,""volume"":[6,8,8]}",2025-11-21 07:14:39
"Title: 어느날 공주가 되어버렸다(어공주) 굿즈 팔아요!
Category: 스타굿즈 > 방송/예능/캐릭터 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/358752595_1_1762074856_w{res}.jpg","{""weight"":1,""volume"":[6,20,27]}",2025-11-21 07:14:28
"Title: 아식스 러닝 모자 스파이럴 우븐 캡 L사이즈 미착용 새상품
Category: 패션 액세서리 > 모자 > 볼캡 > 
Image: https://media.bunjang.co.kr/product/354536374_1_1757132998_w{res}.jpg","{""weight"":0.15,""volume"":[12,20,25]}",2025-11-21 07:14:20
"Title: 아이코닉 솔리튜드 라인 핸디노트
Category: 취미/팬시 > 팬시/문구 > 노트/메모지 > 
Image: https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0022/B00000022263901ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5","{""weight"":0.15,""volume"":[1.2,12,18]}",2025-11-21 07:14:19
"Title: 아이브 러브다이브 스페셜 싸인포카 레이
Category: 스타굿즈 > 걸그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/366944060_1_1762167024_w{res}.jpg","{""weight"":0.05,""volume"":[1,10,15]}",2025-11-21 07:14:15
"Title: 나이키 샌들 여성 핑크 코코맥스 코랄 230
Category: 신발 > 여성화 > 샌들/슬리퍼 > 
Image: https://media.bunjang.co.kr/product/363346380_1_1760721324_w{res}.jpg","{""weight"":0.9,""volume"":[10,18,28]}",2025-11-21 07:13:53
"Title: 어느날 공주가 되어버렸다 사인본 어공주 싸인본
Category: 도서/티켓/문구 > 도서 > 만화 > 
Image: https://media.bunjang.co.kr/product/362270821_1_1760602341_w{res}.jpg","{""weight"":0.5,""volume"":[3,16,22]}",2025-11-21 07:13:48
"Title: 저) 변색컵 2개 <-> 님) 한화 패딩담요
Category: 스포츠/레저 > 야구 > 야구 용품 > 
Image: https://media.bunjang.co.kr/product/366340302_1_1761954969_w{res}.jpg","{""weight"":0.75,""volume"":[20,10,18]}",2025-11-21 07:13:32
"Title: 아이패드 에어4
Category: 디지털 > 태블릿 > 태블릿 > 
Image: https://media.bunjang.co.kr/product/368924066_1_1763352566_w{res}.jpg","{""weight"":1.2,""volume"":[10,21,28]}",2025-11-21 07:13:26
"Title: 라피나토 에뚜알 RT모노그램 니트패딩 블랙(52) 미개봉
Category: 남성의류 > 아우터 > 패딩 > 
Image: https://media.bunjang.co.kr/product/363133572_1_1762168544_w{res}.jpg","{""weight"":1.8,""volume"":[18,30,40]}",2025-11-21 07:13:16
"Title: 옴므 플러스 패널 울 혼방 팬츠 PN P062 W24 1
Category: 수입명품 > 명품 의류 > 남성 하의
Image: https://gdimg.gmarket.co.kr/4188247704/still/600?ver=1737007720","{""weight"":0.8,""volume"":[7,28,35]}",2025-11-21 07:13:07
"Title: [바쏘옴므] 오버핏 캐주얼 구스다운 점퍼(WSX4UA32A)830059
Category: 남성의류>정장/슈트>정장세트
Image: https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8736453727/B.webp?647077519","{""weight"":1.2,""volume"":[12,35,45]}",2025-11-21 07:12:55
"Title: 이지앤아트 후드집업 m
Category: 남성의류 > 상의 > 후드티/후드집업 > 
Image: https://media.bunjang.co.kr/product/368917647_1_1763540641_w{res}.jpg","{""weight"":0.65,""volume"":[7,28,35]}",2025-11-21 07:12:44
"Title: [RE:MOMENT] made. 카렌 코듀로이 뷔스티에 원피스 2color!(골덴원피스/나시원피스/레이어드코디/레이어드원피스)
Category: 
Image: https://m.ordinairement.com/web/product/big/202509/25be4095bf035614d8af27b182dddb48.jpg","{""weight"":0.5,""volume"":[5,25,30]}",2025-11-21 07:12:34
"Title: 어느날 공주가 되어버렸다 4권 박스 엽서 포함
Category: 도서/티켓/문구 > 도서 > 만화 > 
Image: https://media.bunjang.co.kr/product/363644496_1_1763127633_w{res}.jpg","{""weight"":1.45,""volume"":[7,19,25]}",2025-11-21 07:12:28
"Title: 지팡이고무 - 안지름 16mm /웰씨지팡이전체사용/대세2단고급지팡이/대세보급형슬림2단지팡이
Category: 건강/의료용품 > 실버용품 > 보행차/실버카
Image: https://image.auction.co.kr/itemimage/50/ca/fe/50cafe4bc0.jpg","{""weight"":0.04,""volume"":[5,5,5]}",2025-11-21 07:12:25
